text	tag
Yeah, he's got to go to work, hasn't he? You think he'll come down for that?	dialogue
He'll come down. Leave him alone.	dialogue
He can't stay up there.	dialogue
Because that's no good. Remember, we did what we did, we took the money. It was a material calculation. But what's the use if it's underground, or in some funny bank in some funny place? If you can't spend it, if you can't have it, what use is it? None. It's nothing, all for nothing, if you do that. I didn't get into this for nothing, so that I could have nothing --	dialogue
I don't see the point in that.	dialogue
You know we're right.	dialogue
Be like a weight off your shoulders.	dialogue
Once it's spent you won't have to worry about it.	dialogue
He's right. You'd feel much better about it.	dialogue
You know, you should spend some of that money instead of worrying about it. That's my advice.	dialogue
I don't want it to taste different. I don't know why I bother. Is that enough for you? Hey!	dialogue
I hope it tastes better than the other stuff.	dialogue
No, no, it's different.	dialogue
Is this the same stuff you made last week?	dialogue
Yeah, you're making us all nervous.	dialogue
Then let's spend some money.	dialogue
Don't know. No one said anything. ALEX Rendered speechless with desire. I recall that feeling, from the days when I had such a thing.	dialogue
You were magnificent.	dialogue
Well, you certainly had a good look around.	dialogue
Yes, it is. It's him. Cameron, Cameron, come on over.Yo!	dialogue
What's he doing here?	dialogue
Cameron. You remember Cameron.	dialogue
Look over there. It's Cameron.	dialogue
It's not for me. It's for love and happiness forever.	dialogue
David, I promise we will. Keep him happy.	dialogue
Love and happiness for ever.	dialogue
I want my money back. Excuse me.	dialogue
I don't know why we couldn't stuff it in a mattress or put it under the floor like any normal human being. We could have hid it in the fridge.	dialogue
Yeah, we don't want another stiff on our hands. Don't fall through the ceiling. OK? Is he listening to me?	dialogue
Whoever draws the short straw does it all. That way, you either do it or you don't. All or nothing.	dialogue
I don't want to. It's different.	dialogue
But you're a doctor. You kill people every day.	dialogue
I thought we all were.	dialogue
Who's going to do it?	dialogue
No, Alex. It's, it's --	dialogue
Old newspaper proverb says dead human being is living story. Be rational, please, and failing that be quiet.	dialogue
Thats not a story, Alex. It's a corpse.	dialogue
It's not every day I find a story in my own flat.	dialogue
No.The guy's dead.What more do you need?	dialogue
Why not? What's wrong, Juliet? Aren't you curious? Don't you wonder what he died from?	dialogue
I wonder how he killed himself. I presume that that's what happened. What do you think?	dialogue
I wonder how he did it?	dialogue
All right. No problem.	dialogue
You want me to kick it open?	dialogue
Alex, the key is in the keyhole on the other side.	dialogue
Hugo. Hugo. Sorry about this, but can you open the door? It's us, Hugo, your flatmates and companions. Your new-found friends. He's not in. He's left and we'll probably never see him again.	dialogue
A blue one, OK. And it's still there.	dialogue
I will ask you once more, what sort of car --	dialogue
Alex, how shouldI know? I'm just a girl.	dialogue
So what's wrong with that?	dialogue
His car's still there.	dialogue
Maybe he didn't like us.	dialogue
David hasn't seen him either.	dialogue
No. Any idea which channel he's on?	dialogue
No, Alex, we don't really love you.	dialogue
You see, they don't really know me.	dialogue
I think you're lying.	dialogue
A miserable, burnt-out, empty shell of a -- Alex pauses, looks at his drink, then at Juliet.	dialogue
The man we know and love.	dialogue
-- instead of what he is --	dialogue
It was you, Juliet, it was you --	dialogue
In a moment he's going to tell he could have been someone --	dialogue
Not usually this drunk.	dialogue
I'm not usually drunk.	dialogue
He even signs them, in his own name, can you believe it? I'd sign someone else's name. I'd sign his name. If I wrote them, that is. Which I don't.	dialogue
Aroused and inflamed.	dialogue
What? Oh, yeah, sure, if you want. I tell you, every letter this guy writes to you is the same: they all begin like pure love and descend into open pornography. I dream of your thighs, the soft touch of your white skin leading me in desire, while I, aroused and inflamed --'	dialogue
So we'll meet him, then?	dialogue
I don't know. He sounded Swedish. Do you know any Swedish men? Maybe it was just the emotion.	dialogue
He seemed like a nice guy, Alex.	dialogue
Has he tried down the back of the fridge? I mean, that's where I normally find things.	dialogue
-- I'd be the first topoint that out. In all kindness I would. But, like they say, you know, she's got to want to change, hasn't she?	dialogue
-- more than anyone she has ever met. In her whole life.	dialogue
Well, she had problems --	dialogue
No. Be someone else like him. One is enough. And what happened to that girl, that friend of yours, the one that came round. I liked her. I really felt we had something. She could have moved in. We had chemistry.	dialogue
For my life? At a discussion group? I think not.	dialogue
Maybe you should go, Alex.You'll meet someone wonderful.	dialogue
God, you two are sensitive. All I'm doing is implying some sort of sordid, ugly, sexual liason. Why, I'd be proud of that sort of thing.	dialogue
Yeah, he had one too many of thise urges. You of all people should know that.	dialogue
I thought you stopped going.	dialogue
OK, so A has left you, B is ambivalent, you're still seeing C but D is the one you yearn for. What are we to make of this? If I were you, I'd ditch the lot. There's a lot more letters in the alphabet of love.	dialogue
And when did anyone last say to you these exact words: You are the sunshine of my life'?	dialogue
Now, let me get this straight. This affair that you're not having, is it not with a man or not with a woman?	dialogue
When you get up in the morning, how do you decide what shade of black to wear?	dialogue
I mean, what are you actually doing here? What is the hidden agenda?	dialogue
When you slaughter a goat and wrench its heart out with your bare hands, do you then summon hellfire?	dialogue
Can you afford this place?	dialogue
Well, that's what I said, isn't it?	dialogue
You mean I can have the room?	dialogue
It's OK. There's no problem.	dialogue
What was I trying to say? Oh, yes, I think, we think, or at least I suppose we think -- am I right?	dialogue
You were going to say something.	dialogue
Yeah, well, that's what she said. Interesting. That's why you're here, you see.	dialogue
That wasn't a question.	dialogue
No, I've never seen them.	dialogue
Yeah, that's right, that's it.	dialogue
Is this where no one stays?	dialogue
Someone lost the key.	dialogue
Loks like you had a break-in up here as well.	dialogue
I don't know. Maybe I'm a light sleeper.	dialogue
Yes. Why do you think you woke and they didn't?	dialogue
No, they were asleep. They didn't even wake up.	dialogue
I doubt it. And these two other people, did they hear anything?	dialogue
Take a note of that, Mitchell. Only three, rather than four. Write it down. You can use numbers or words, I have no preference. Which are you using?	dialogue
How strange. And how unsatisfactory to have misleading information. Only three people here. You're sure?	dialogue
No, three. Who said there were four?	dialogue
We understood there were four people living here. Not always, of course, but now, four.	dialogue
Who said there were four?	dialogue
There are only two other people in the flat.	dialogue
And the other three people on the flat, did they hear anything?	dialogue
Well, if you do, you'll let us know?	dialogue
Have you seen anything or anyone suspicious around here in the last few days?	dialogue
No, not that I recall, I was asleep.	dialogue
did you hear anything before he cries?	dialogue
So I just heard her cries for help and all that, and when I went downstairs there were already those other people there, so I just stood around really, waiting -- you know how people do -- and then when your colleagues arrived I came back upstairs. And that's about all, I think. I didn't actually see anything useful, I don't think.	dialogue
It's about the burglary.	dialogue
Good evening. I'm Detective Inspector McCall and this is DC Mitchell. I wonder if we could ask you some questions.	dialogue
Don't lie to me. Don't treat me like that.	dialogue
But I bet you didn't say you were going to split on him.	dialogue
That's right. You're going to Rio. Rio de Janeiro. On your own. Come on, you should know. You bought the fucking ticket.	dialogue
Oh, don't be so coy, dear. You're going to Rio.	dialogue
And you need your sleep.	dialogue
It was on the television.	dialogue
We already know. All about it.	dialogue
With a face like this?	dialogue
I thought you'd gone to work.	dialogue
If I think you're lying --	dialogue
Who have you talked to?	dialogue
Visitors? Some friends maybe? Someone you talked to?	dialogue
Were you expecting anyone? Tonight?	dialogue
No, no, no. That's what you paid for it. Two hundred pounds is what you paid for it. We don't know what it cost us yet, for you two to have a good time, we don't know the cost of that yet.	dialogue
That's what it cost, David.	dialogue
You paid two hundred pounds for this?	dialogue
That was stressful. I found that stressful.	dialogue
It's alright. I think he got the message anyway.	dialogue
Do you think you could be a little more forceful next time?	dialogue
Yes. They're my friends.	dialogue
Do you know many of these people?	dialogue
Would you like to talk about it?	dialogue
Oh, yes, I'm fine, thanks, just fine.	dialogue
Alex, I think it's time for you to stop.	dialogue
I've never seen a dead body before.	dialogue
Is this what they always look like?	dialogue
Keep it going, Alex. You're unstoppable now.	dialogue
Just get on with it, Alex.	dialogue
Did you ever kill a man?	dialogue
It's just that you strike me as a man trapped in a crisis of emotional direction, afflicted by a realization that the partner of your dreams is, quite simply, just that.	dialogue
OK, I'm going to play you just a few seconds of this tape -- I'd like you to name the song, the lead singer and the three hit singles subsequently recorded by him with another band.	dialogue
Look, it's a fairly straightforward question. You're either divorced or you're not.	dialogue
Why do you want a room here?	dialogue
Which is why I'm trusting you with this account.	dialogue
Oh, I see, I thought you meant --	dialogue
You get the job done.	dialogue
And that's why I think you fit in here.	dialogue
Oh, it's unfashionable, I know, but, yes, we're methodical, yes, we're dilligent, yes, we're serious, and where's the crime in that, and why not shout it from the rooftops, yes, maybe sometimes we are a little bit boring, but by God, we get the job done.	dialogue
But they sneer, don't they?	dialogue
There's a whole wide world out there, and it all needs to be accounted for, doesn't it?	dialogue
Not any real sneering as such, no.	dialogue
-- is often sneered at. Are you aware of that?	dialogue
Exactly what I was --	dialogue
Accounting, David, chartered accounting --	dialogue
Well, it's a wide range of, eh --	dialogue
What do we do here, David?	dialogue
That's what I thought.	dialogue
Oh, him. Well, he died.	dialogue
Yeah, here, I mean, where else?	dialogue
That guy, the one that died.	dialogue
What happened to that guy?	dialogue
No, but like all novelists, I'm in search of the self.	dialogue
And that's not the same thing?	dialogue
No. But he needs treatment.	dialogue
And he's a patient of yours?	dialogue
No, just leave it. He knows I must be at home. I'm working nights this week.	dialogue
A little bit. Is that good or bad?	dialogue
It was some guy called Brian.	dialogue
Yes, the telephone, but if it's for me, I'm not in. HUGO You're not in.	dialogue
The telephone? It continues to ring.	dialogue
Do you think you could answer that?	dialogue
Yes, I mean, who wants to read about another dead priest? It's about some other guy, some guy who's not a priest, who doesn't die. You see, it's better already.	dialogue
Yeah. Well, maybe I'll change it.	dialogue
Well, I've been away for a bit, travelling, that sort of thing, and now I'm trying to write a novel.	dialogue
Would you like to see the rest?	dialogue
Would you like to come in?	dialogue
Well, it's up to you. Seven six five. How will you be paying?	dialogue
The first one was fine.	dialogue
It's up to you. Air Patagonia. New outfit: via Caracas and Bogot . No catering. Four hundred and eleven pounds. Four one one. Good value, but refueling at Bogot  is variable.	dialogue
Yes, the first one's fine. Heathrow direct.	dialogue
Air France. Glasgow. Direct, but then you're looking at the wrong end of nine hundred and twelve pounds. That's nine one two. It's up to you.	dialogue
Air Portugal, on the other hand, via Lisbon, same day, five hundred and sixty-five. Five six five. It's up to you. Catering important?	dialogue
October 15th, direct flight, London Heathrow to Rio de Janeiro, British Airways, you are looking at seven hundred and sixty-five pounds. Seven six five.	dialogue
And you said you supposed so, but I wasn't offering it for debate.	dialogue
I mean, that's what it's like.	dialogue
Like recognizing criminals by their crimes.	dialogue
And what do you recognize, names or faces?	dialogue
But in your work you must meet lots of different people, every day -- new people, new faces. No?	dialogue
Same as everyone else.	dialogue
Do you think you have a good memory for faces?	dialogue
No. I haven't seen them.	dialogue
Look again if you like.	dialogue
I'm sorry, I've never seen any of them.	dialogue
Take all the time you like, doctor.	dialogue
One other thing. Do you have any tattoos?	dialogue
You can tell by the intonation.	dialogue
It's like recognizing criminals by their crimes.	dialogue
Offering it for debate.	dialogue
Excellent. DC Mitchell is a rising star, Mr. Stevens. Under my tutelage he will undoubtedly make the grade.	dialogue
Well, it's a small town. Sooner or later things catch up with you... don't they?	dialogue
What're you talking about, George?	dialogue
She's a very groovy girl. That's the problem.	dialogue
Then what's the problem?	dialogue
No, it's a very groovy girl.	dialogue
I am... except I've gotta do somebody at their house.	dialogue
I thought you were in a good mood.	dialogue
Look, would you argue with your doctor?	dialogue
I don't know, I think...	dialogue
It's great.  You wanna speak to Mary? Hold on...	dialogue
Don't you think there's too much gold?	dialogue
Yeah, baby, how's it going?	dialogue
Anyway, you remember Harold?	dialogue
Chicken salad, Devra!	dialogue
Yeah, baby. Things are great. Listen, there's Devra, whatta you want?	dialogue
You're in a good mood today, George.	dialogue
-- think what you have time to think, Lester.	dialogue
What are you talking about?	dialogue
Lester, you're a miserable man. You're not helping anybody. You're just twisting arms to raise money for a lot of silly son of a bitches that are out for themselves -- this is just business, don't kid yourself. And you know the worst thing about it, even if it does somebody some good somewhere which I can't possibly imagine, you'll never know the difference. You're just sweating and kidding yourself - and you're kidding yourself if you think your new business partner is going to keep his hands off that girl -- or that she'll keep her hands off him.	dialogue
Yes and you don't have to be sarcastic about it, that's a beautiful thing he's doing -- some people do more than go to the beauty parlor and shop at Saks --	dialogue
-- is that what this is all about?	dialogue
-- yes, we're all trying to do something to make this a better country to live in, believe it or not.	dialogue
You make me sick. Just be straight for once in your life.	dialogue
We cannot go into this later.	dialogue
Can't we go into this later, sweetheart?	dialogue
-- cause she's going to be very, very expensive.	dialogue
-- what, who? Oh she's very nice, yes -- I mean normally ---	dialogue
-- I hope you like Miss Shawn --	dialogue
Yes, sweetheart, shh.	dialogue
Why would I like to know if there's nothing I can do about it, goddammit --	dialogue
I just thought you'd like to know --	dialogue
What do you expect me to do about it?	dialogue
That girl's making an awful spectacle of herself.	dialogue
Lester, don't you think that uhh --	dialogue
-- yes, Senator -- just a minute, dear --	dialogue
It's just -- fabulous.  Think you could do anything for me?	dialogue
No, doll, I listen to you. And if a deal loses money that's not so bad either if it's handled right.	dialogue
That you were just indulging me.	dialogue
Yes, but... I thought...	dialogue
You suggested it, don't you think it's a good idea?	dialogue
I don't know. He's a hairdresser.	dialogue
Maybe he's too flighty and irresponsible. That's why I asked if he was a fairy.	dialogue
I'm thinking of investing with him. He worries me.	dialogue
Maybe... why do you ask?	dialogue
Maybe he's just a kooky guy who likes doing something kooky like that.	dialogue
Well, I don't know for sure... he's a hairdresser.	dialogue
That kid... the hairdresser.	dialogue
Do you think George is a fairy?	dialogue
Don't be silly. I'll just tell Lester we were smoking a couple of joints. See?	dialogue
Holy Christ. You want to get us killed?	dialogue
Sweetheart, it's a bore out there... let's lock the door.	dialogue
She's a friend of Jill's.	dialogue
Why didn't you come alone? Lester invited you. Did you have to bring her?	dialogue
Right now, I just don't care.	dialogue
No, baby... I'm glad you're coming tonight.	dialogue
No, that's okay, I'll do It now.	dialogue
Comb my hair out later, honey.	dialogue
That's great. You look great, baby, great. Dennis, look at Felicia's hair.	dialogue
I mean it or I wouldn't say it.	dialogue
And I certainly wouldn't tell Lester.	dialogue
I wouldn't say so if I didn't.	dialogue
She's fine. You really think I'd be a good investment?	dialogue
I hope she's all right.	dialogue
I don't know. Just a minute...	dialogue
Hey, listen, baby, I'm a star.	dialogue
The shop. I think you're a good investment, and I don't mind telling him.	dialogue
Why don't you see Lester?	dialogue
All I ever do is play. I should be doing something to get my own shop open.	dialogue
I don't know. I'm beginning to feel guilty.	dialogue
We have this political thing tonight. Could you comb me out at the house?	dialogue
What're you doing later?	dialogue
You're looking great, baby.	dialogue
Jesus, I don't know, baby, I been cutting too much hair lately. I'm losing all my concepts...	dialogue
I've never been treated that way, and I'm not going to start now.	dialogue
What kind of treatment?	dialogue
I'm not used to that kind of treatment.	dialogue
I'm coming, baby --  How's Otis doing, anyway?	dialogue
I'll have Mary wash you. Mary!	dialogue
-- to be put in that kind of position...	dialogue
I don't want to place you in any position --	dialogue
-- I like myself far too much, far too much.	dialogue
-- Numbers, and I don't need to place myself in that kind of position.	dialogue
I'm perfectly calm, George, I'm simply saying you have no respect for me, that you're incapable of distinguishing between me and one of your average Hollywood... mummers...	dialogue
I don't care about that girl, I don't care if she's dead.	dialogue
But you don't know what happened.	dialogue
I don't want to talk about it...	dialogue
I'll be right back, baby, really.	dialogue
I don't want to see you anymore.	dialogue
I'll be back in a while.	dialogue
You're very rude... if you don't come back --	dialogue
And listen, I'll be right back and I want your ass in that bed when I get back.	dialogue
I've gotta give her some pills. Percodan, she ran out.	dialogue
So what are you doing going over there? You're not her doctor.	dialogue
It turned out to be cancer.	dialogue
Ruth Lesserman had a pancreatic ulcer.	dialogue
Gee, that's very serious...	dialogue
That's very serious. Who's her doctor?	dialogue
Does she have a pancreatic ulcer?	dialogue
These attacks... it's got something to do with her... uh... pancreas.	dialogue
I'll be right back, it's just that this girl is a different girl... she has attacks.	dialogue
Listen, baby, don't leave, really.	dialogue
You mean that girl, don't you?	dialogue
I'm not. I mean I've gotta see this friend of mine for a few minutes.	dialogue
I thought you said you weren't going anywhere.	dialogue
What're you looking for?	dialogue
Whoever she is, she doesn't give up, does she?	dialogue
Don't worry, honey, I'll protect you.	dialogue
How do you expect to get anything done if you allow yourself to get sidetracked? Particularly in your business... you deal with women every day...	dialogue
No. You know too many sick ladies.	dialogue
Then it's not your problem.	dialogue
Are you in love with her?	dialogue
Well, is she your girlfriend?	dialogue
I don't know, kill herself. She's O.D.'d four times.	dialogue
No, baby. Now look, that girl that called -- I have to talk to her, she'll do something.	dialogue
You know what I'm talking about.	dialogue
Hey, I tried to get her off the phone.	dialogue
You're rude. I mean, you're very rude.	dialogue
You going to answer it?	dialogue
Look...  Do you wanna fuck me?	dialogue
I am not like my mother!	dialogue
That you're just like your mother.	dialogue
Then what do you think?	dialogue
Beverly Hills hairdresser... what kind of a thing is that to do... you might as well be a faggot... think that's funny too?	dialogue
You live a phony cheap cop-out existence.	dialogue
You think that's funny, don't you?	dialogue
In fact, I don't think I've ever been to a beauty parlor in my whole life.	dialogue
I never get my hair done.	dialogue
You don't have to make conversation with me, I'm not my mother... do you have a thing about older women... that's sort of faggoty isn't it?	dialogue
Don't make conversation with me.	dialogue
... just, you could look very heavy...	dialogue
I'd like to do your hair sometime.	dialogue
Making it with my mother?	dialogue
Yeah... I've made it with a girl...	dialogue
Have you ever made it with a girl?	dialogue
Nothing, I guess... have you ever made it with a guy?	dialogue
What would my being a faggot have to do with that?	dialogue
See if you've been making it with my mother.	dialogue
Why do you wanna know so bad?	dialogue
C'mon, tell me. Don't be afraid.	dialogue
C'mon, are you or aren't you?	dialogue
Well, are you? Are you queer?	dialogue
Are you gay?... baked apple?... they're cold but they're good.	dialogue
You're my mother's hairdresser?	dialogue
This is the one thing I like about this house... want some lox?	dialogue
She's out, but you're supposed to wait.	dialogue
You here to see my mother?	dialogue
Look, Mr. Roundy, why don't you make out a financial statement? It'll save us both some time. Miss Michaels here can show you... have it notarized and we'll see where we go from there. Miss Michaels, would you get me a couple of forms?	dialogue
I've got the customers... that's my point. I'm the one they want. If I had my own shop, they'd leave and come to me. I have a lot of customers.	dialogue
I mean credit references, Mr. Roundy.	dialogue
Her hair, I do Barbara Rush.	dialogue
Well, I do Barbara Rush.	dialogue
What sort of references do you have?	dialogue
It's got nothing to do with inflation. Rates, for example, rise independently of tight money if you look at interest curves carefully. Historically, that's always been true, though most people don't realize it.	dialogue
After all, Mr. Roundy, we're paying six percent. Six percent. FHA's at eight and a half -- no, we won't be going back to the old days.	dialogue
Jesus, look at this. Nine, nine and three quarters -- that's our prime rate. And I'll tell you something else: the big boys are going for it.	dialogue
Well, yeah... you know.	dialogue
You do know what money's like these days.	dialogue
So you want to go in business for yourself?	dialogue
I went to school with her husband.	dialogue
Oh yes. Mrs. Shumann called about you.	dialogue
Look, Norman, I'm not the shampoo girl.	dialogue
Somebody's going to have to wash Mrs. Young. Mary's not here.	dialogue
Devra, try Jackie Shawn will you? And if you don't reach her, keep trying.	dialogue
Don't use that tone of voice with me... never mind, I'll take Gordon.	dialogue
You promised you'd do the show.	dialogue
I've got heads here, Norman.	dialogue
You're late, we're all backed up and you're supposed to go to Buffums.	dialogue
I don't know -- I've got to.	dialogue
I've got to... I've got to tell him where I am.	dialogue
I can't just let him stand by the door...	dialogue
God, there's Lester...	dialogue
I don't know... Jackie?	dialogue
What's that supposed to mean?	dialogue
So what? You don't love him, do you? Answer me.	dialogue
Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.	dialogue
What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.	dialogue
If you knew how many times I wanted to hear you say that...	dialogue
Jackie... Jackie?... answer me, for God's sake, answer me.	dialogue
I want to marry you. I want to take care of you and I want your children, and I want you to be my girl. That's all I want. That's all I want out of my life, and it's a lot.	dialogue
Well then what are you trying to do-	dialogue
You're going to kill me.	dialogue
That's it, then I'm leaving.	dialogue
Look -- either you leave or I leave because I don't want the two of us here when Lester arrives. I just don't --	dialogue
It's not okay, I mean we've got to talk now. Where are you going?	dialogue
Forget about last night, it's okay, we'll talk when I get back --	dialogue
Look about last night --	dialogue
Please, we'll have to talk later --	dialogue
-- yes, honey, you've got to get out of here.	dialogue
-- you've got to leave.	dialogue
-- well you better go after her.	dialogue
I can't imagine being with Jill when she's fifty years old. I can't imagine not being with you.	dialogue
-- last night I dreamt I was fifty years old and Mary told me I was supposed to meet Jill at the shop. It seared me shitless.	dialogue
-- we're kidding ourselves.	dialogue
Well of course. Who loves a big fanny on a man?	dialogue
-- but you never were much of a tit man --	dialogue
-- very nice, very nice.	dialogue
-- oh I thought you were --	dialogue
-- well, if you feel like playing, go play...	dialogue
Am I entertaining you?	dialogue
-- look, you don't have to entertain me...	dialogue
The lawn -- it looks like it goes on forever, doesn't it?	dialogue
What are you looking at?	dialogue
He still having parties?	dialogue
Where do you want to go?	dialogue
I am you, you little bastard.	dialogue
You always say that... I really care for Lester, don't I?	dialogue
You don't think so? I do.	dialogue
No, I blew it, I blew it with Lester.	dialogue
I don't know what gets into me.	dialogue
Who's the greatest cocksucker in the world? C'mon --	dialogue
-- don't you want to --	dialogue
-- why not? C'mon, take me out of here, somewhere I don't have to lie to anybody and I'll fuck your brains out, you little fiend, I adore you --	dialogue
-- Just get me out of here, baby. I can't stand it. It's killing me.	dialogue
Sweetheart, you're drunk.	dialogue
He just completely ignores me. He could have at least said something, introduced me or something.	dialogue
C'mon, cunt, you're going for a walk.	dialogue
That son of a bitch, everything he says is a phony piece of shit, what does he think, I'm some cigar butt he's got between his teeth --	dialogue
You don't do that anymore, do you?	dialogue
We're upstairs, George. Now come on. Behave yourself, and for Christ's sake, do me a favor. Don't let me drink too much.	dialogue
Looks like somebody took a dump in it, that's the worst color job I've --	dialogue
Jesus Christ, there's Norma Stern. Look at her hair.	dialogue
-- this guy with Jill.	dialogue
-- oh yeah... what do you know about this guy?	dialogue
-- you'll be the prettiest thing in the room -- light's green...	dialogue
Shut the door, Lester. What do you think this is, a picnic?	dialogue
Look, either come in or stay out!	dialogue
What are you talking about?	dialogue
Don't, don't, don't...	dialogue
I know... you don't know, I know.	dialogue
It'll ruin everything.	dialogue
I don't want to... I swear...	dialogue
You just can't stand to miss one of them, can you?	dialogue
One of my few virtues is discretion.	dialogue
You did, I know you did.	dialogue
Now, baby... if I told you about her... then you couldn't count on me not telling anymore... could you?	dialogue
Well, did you or didn't you?	dialogue
Can I count on that? I just want to see Lester with me and that cunt in the same room tonight.	dialogue
You know what I'm talking about.	dialogue
George... how about Felicia?	dialogue
I won't screw you up.	dialogue
If you screw me up for tonight, I'll kill you, I swear to God, I'll kill you.	dialogue
I just have to do one little thing.	dialogue
There was nothing to know. Anyway... if I can't have love I have to at least have money. I have to have some pride I can do something.	dialogue
Did Lester know about him?	dialogue
Anyway, he offered me a silver cloud. At least he should give me a Ferrari and pay off my house and give me a nine carat ring or something...	dialogue
No... Lester likes it on all the time in case he wants to use it.	dialogue
Boy, that sauna is really... can't you turn it down or something?	dialogue
It was after you, baby. After you.	dialogue
... he tried to... uh... make it with me.	dialogue
Do you? You still see him?	dialogue
Bernstein... seemed to think I hated men.	dialogue
The shrink? Many times.	dialogue
Jackie, would you argue with your doctor.	dialogue
Not too much, don't cut too much.	dialogue
It's the sauna, I keep the sauna on and it makes the whole bathroom hot.	dialogue
... I don't get it done often.	dialogue
Yeah... I mean great.	dialogue
She's incredible...  She loves you, George.	dialogue
Jill's coming with us.	dialogue
Okay... but I want you to know one thing.  I've got to look great tonight, I mean I have to look great, okay?	dialogue
You don't seem very sure.	dialogue
Well, what do you think?	dialogue
Can't you do it out here?	dialogue
Probably the bathroom.	dialogue
Where do you want to do this?	dialogue
Shut up, it's all right.  Do you want a drink?	dialogue
-- What for? Honey, I'll see you later.	dialogue
You going to tell him?	dialogue
-- Well no. It never came up.	dialogue
Yeah -- he doesn't happen to know that we went together, does he?	dialogue
He's a very private person, actually.	dialogue
Oh, about six weeks now... Lester -- well, he's very sweet.	dialogue
How long you had this?	dialogue
Great... so how's everything with you?	dialogue
Jill's really great, isn't she?	dialogue
I don't know. Probably not.	dialogue
-- Maybe she'll come with us. If I tell her how important it is to me, I don't think she'll mind. Do you?	dialogue
-- Listen, I'm supposed to take Jill to El Cholo tonight. She's really going to be pissed if I don't.	dialogue
-- Yeah... your car down here?	dialogue
Great. Who's been doing your hair?	dialogue
Don't talk like a child. You're a pro, now get out there and cut!	dialogue
If I have to touch her again, I'll throw up!	dialogue
She's murdered her hair... you do something with her, I'm never going to touch her again.	dialogue
You were supposed to handle that bitch, she's always asking for you, and she was furious you weren't here.	dialogue
Hey, what's happening?  Mary! Telephone.  What's the matter?	dialogue
She's heavy.  See, Norman expects me to get in here, take care of all the customers and then do his show out in Norwalk. I gotta have my own shop, just out of self defense.	dialogue
I can't even stand to talk to her on the phone.	dialogue
She touched it! Then she played in it and got it all into something else. Now I don't know what it is!	dialogue
-- Right after I sprayed her?	dialogue
Do you know what that Lillian Bercovici just did?	dialogue
-- c'mon, I'll get you home...	dialogue
-- how did you get here?	dialogue
-- left my bag, didn't have no money...	dialogue
-- why did you come in today?	dialogue
-- you know better...	dialogue
-- please, please forgive me...	dialogue
-- you shouldn't do me like that...	dialogue
-- oh -- sweetheart...	dialogue
-- you shouldn't talk to me like that no matter what, George... you know better...	dialogue
What's wrong, Mary, are you drunk? Look, I've had a rough night, one of the roughest I've ever had, now I'm not in the mood for any sulking bullshit, what's wrong? Are you sick? Are you drunk? Can you work?	dialogue
I don't know if you don't know --	dialogue
That boy always does great. He's a corporal or a squad leader or something, just wrote me from some place called Kwang Due?	dialogue
But then again you ask for it -- you just like my Otis -- can't keep his hands outta ladies' hair either.	dialogue
-- You takin' a lot of shit lately, George.	dialogue
-- A brillo pad, I don't care, anything.	dialogue
I guess you haven't heard from her yet.	dialogue
I don't have your number, stop by the shop.	dialogue
Great, great. I hope you make it.	dialogue
Nothing, I reconciled with Ron, you know, the guy I divorced last summer.	dialogue
Hey, baby, what's happening?	dialogue
Hey, stop by the shop.	dialogue
Nothing, my sister's back from Vegas.	dialogue
I said you were a loser!	dialogue
George, if you keep this up I'm going to scream.	dialogue
George, now cut this out.	dialogue
Yeah, I know. Did you?	dialogue
Please!... that's not like you.	dialogue
-- tell me something -- did you talk about me?	dialogue
That's all you've got to say?	dialogue
Does it make you happy?	dialogue
... honest. At least you're honest with me.	dialogue
What? What? What? What? What?	dialogue
... well I'm glad you told me.	dialogue
I'll know you've lied to me... all along. I'll know you're incapable of... love... that'll help me... not now, but eventually.	dialogue
-- no, it'll help me, really --	dialogue
-- it'll help me if you'll tell me.	dialogue
Baby, don't do this --	dialogue
I don't want to be a fool!... I want to look them in the eye and say, I know!	dialogue
Baby, please don't... I love you.	dialogue
I just want to know while we were seeing each other... I just don't want girls looking at me and knowing and me not knowing...	dialogue
What difference does it make?	dialogue
I just want to know, that's all.	dialogue
What do you wanna know for?	dialogue
Obviously there were others, weren't there?	dialogue
Baby, don't do this. I do love you.	dialogue
So who else was there besides Jackie? Huh?... huh?	dialogue
Who knows, I'm sure you don't -- but if it'll help any, I found it in your bed.	dialogue
Where did this come from?	dialogue
-- and take this with you.	dialogue
I'd like you to leave now.	dialogue
Well, did you get a job out of it at least?	dialogue
You told him I was here and he wanted to know if I was beating you up.	dialogue
Let go of me or I'll scream, I'll call the police.	dialogue
I'm very tired, George.	dialogue
You did fuck him, didn't you?	dialogue
You didn't plan on fucking him tonight.	dialogue
Well that's something.	dialogue
I didn't want him meeting me here.	dialogue
How come you took your own car?	dialogue
I don't want to fight either. Look... uh -- I love you.	dialogue
I don't want to fight, George.	dialogue
-- okay --  -- I'll see you later. Your house.	dialogue
-- what?  -- I'll see you later...	dialogue
-- well aren't you --	dialogue
I've got to get her out of here.	dialogue
-- she's a very compulsive girl.	dialogue
Television or movies?	dialogue
What does he direct besides traffic?	dialogue
Oh, honey. If we had one place, we could have a nicer place and I could take care of it. We're almost never here.	dialogue
